date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:47:55	89476/89476	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Mar%202024%2000:47:57%20GMT	https://elpais.bo/nacional/20230629_pagina-siete-cierra-despues-de-13-anos-intensos.html	C:/Users/villa/Desktop/Nueva%20carpeta/clon_tarija/Clon_tarija/elpais.bo/nacional/20230629_pagina-siete-cierra-despues-de-13-anos-intensos.html	(from )
20:47:55	183/183	---MCZ	200	added ('OK')	text/plain	etag:W/%2261db949d-1b7%22	https://elpais.bo/robots.txt		(from )
20:47:56	43266/43266	---M--	200	added ('OK')	image/jpeg	etag:%22649dda8d-a902%22	https://elpais.bo/img/images_640/contents/2023/06/29/46d9d2ad-94e9-4d19-9b36-88f5173f43e2.jpg	C:/Users/villa/Desktop/Nueva%20carpeta/clon_tarija/Clon_tarija/elpais.bo/img/images_640/contents/2023/06/29/46d9d2ad-94e9-4d19-9b36-88f5173f43e2.jpg	(from https://elpais.bo/nacional/20230629_pagina-siete-cierra-despues-de-13-anos-intensos.html)
20:47:56	1373/1373	---M--	200	added ('OK')	image/png	etag:%225ed97239-94a%22	https://elpais.bo/apple-icon-57x57.png	C:/Users/villa/Desktop/Nueva%20carpeta/clon_tarija/Clon_tarija/elpais.bo/apple-icon-57x57.png	(from https://elpais.bo/nacional/20230629_pagina-siete-cierra-despues-de-13-anos-intensos.html)
20:47:56	1397/1397	---M--	200	added ('OK')	image/png	etag:%225ed97239-935%22	https://elpais.bo/apple-icon-60x60.png	C:/Users/villa/Desktop/Nueva%20carpeta/clon_tarija/Clon_tarija/elpais.bo/apple-icon-60x60.png	(from https://elpais.bo/nacional/20230629_pagina-siete-cierra-despues-de-13-anos-intensos.html)
20:47:57	1763/1763	---M--	200	added ('OK')	image/png	etag:%225ed97239-a75%22	https://elpais.bo/apple-icon-72x72.png	C:/Users/villa/Desktop/Nueva%20carpeta/clon_tarija/Clon_tarija/elpais.bo/apple-icon-72x72.png	(from https://elpais.bo/nacional/20230629_pagina-siete-cierra-despues-de-13-anos-intensos.html)
20:47:57	1820/1820	---M--	200	added ('OK')	image/png	etag:%225ed97239-afb%22	https://elpais.bo/apple-icon-76x76.png	C:/Users/villa/Desktop/Nueva%20carpeta/clon_tarija/Clon_tarija/elpais.bo/apple-icon-76x76.png	(from https://elpais.bo/nacional/20230629_pagina-siete-cierra-despues-de-13-anos-intensos.html)
20:47:57	3206/3206	---M--	200	added ('OK')	image/png	etag:%225ed97239-11b0%22	https://elpais.bo/apple-icon-114x114.png	C:/Users/villa/Desktop/Nueva%20carpeta/clon_tarija/Clon_tarija/elpais.bo/apple-icon-114x114.png	(from https://elpais.bo/nacional/20230629_pagina-siete-cierra-despues-de-13-anos-intensos.html)
20:47:57	3471/3471	---M--	200	added ('OK')	image/png	etag:%225ed97239-12f6%22	https://elpais.bo/apple-icon-120x120.png	C:/Users/villa/Desktop/Nueva%20carpeta/clon_tarija/Clon_tarija/elpais.bo/apple-icon-120x120.png	(from https://elpais.bo/nacional/20230629_pagina-siete-cierra-despues-de-13-anos-intensos.html)
20:47:58	4503/4503	---M--	200	added ('OK')	image/png	etag:%225ed97239-17a2%22	https://elpais.bo/apple-icon-144x144.png	C:/Users/villa/Desktop/Nueva%20carpeta/clon_tarija/Clon_tarija/elpais.bo/apple-icon-144x144.png	(from https://elpais.bo/nacional/20230629_pagina-siete-cierra-despues-de-13-anos-intensos.html)
